"Feature","Record Id","Function","Aliases","Cont R1","Cont R2","Cont R3","Low FE R1","Low FE R2","Low FE R3","Low N R1","Low N R2","Low N R3","Salt R1","Salt R2","Salt R3"
"RDEBH23641","jgi.p|Debha1|4947","","., jgi.p|Debha1|4947, mRNA_4947, prediction","84","109","74","104","83","47","63","45","39","111","41","51"
"RDEBH23649","jgi.p|Debha1|4948","FOLYLPOLYGLUTAMATE SYNTHASE (EC 6.3.2.17) / DIHYDROFOLATE SYNTHASE (EC 6.3.2.12)","., jgi.p|Debha1|4948, mRNA_4948, prediction","88","102","96","90","93","50","50","55","48","270","61","120"
"RDEBH23657","jgi.p|Debha1|4949","WD-repeat family protein","., jgi.p|Debha1|4949, mRNA_4949, prediction","235","199","194","153","146","80","87","188","59","483","134","191"
"RDEBH14549","jgi.p|Debha1|495","","., jgi.p|Debha1|495, mRNA_495, prediction","49","86","66","47","41","19","26","49","22","366","106","145"
"RDEBH23669","jgi.p|Debha1|4950","Guanine nucleotide-binding protein beta subunit-like protein","., jgi.p|Debha1|4950, mRNA_4950, prediction","71968","133458","80847","81087","98125","45861","49832","110820","33754","24781","8199","11048"
"RDEBH23686","jgi.p|Debha1|4951","Hypothetical cytosolic protein","., jgi.p|Debha1|4951, mRNA_4951, prediction","81","322","104","195","240","119","58","129","115","615","96","318"
"RDEBH23698","jgi.p|Debha1|4952","EUKARYOTIC TRANSLATION INITIATION FACTOR EIF-2B SUBUNIT ALPHA (EIF-2BA)","., jgi.p|Debha1|4952, mRNA_4952, prediction","551","1117","540","786","828","375","363","482","453","1151","218","487"
"RDEBH23706","jgi.p|Debha1|4953","DNA-directed RNA polymerase III, subunit 16 (EC 2.7.7.6)","., jgi.p|Debha1|4953, mRNA_4953, prediction","153","417","222","321","266","136","135","161","176","545","144","263"
"RDEBH23714","jgi.p|Debha1|4954","ATP-dependent RNA helicase dbp7 (EC 3.6.4.13)","., jgi.p|Debha1|4954, mRNA_4954, prediction","136","161","179","123","115","54","86","145","43","144","43","70"
"RDEBH23738","jgi.p|Debha1|4955","Hypothetical protein","., jgi.p|Debha1|4955, mRNA_4955, prediction","152","134","157","100","108","34","78","84","36","198","107","79"
"RDEBH23742","jgi.p|Debha1|4956","Mitochondrial inheritance component MDM12","., jgi.p|Debha1|4956, mRNA_4956, prediction","72","110","55","90","113","59","44","76","66","460","100","196"
"RDEBH23754","jgi.p|Debha1|4957","NAD-dependent oxidoreductase (EC 1.1.1.-)","., jgi.p|Debha1|4957, mRNA_4957, prediction","89","117","113","95","103","57","34","81","36","514","123","175"
"RDEBH23762","jgi.p|Debha1|4958","NADH-ubiquinone oxidoreductase 8kDa subunit B8 (EC 1.6.5.3)","., jgi.p|Debha1|4958, mRNA_4958, prediction","2931","1268","2730","616","583","321","560","888","346","217","156","151"
"RDEBH23770","jgi.p|Debha1|4959","","., jgi.p|Debha1|4959, mRNA_4959, prediction","229","508","277","437","467","220","178","273","222","667","232","379"
"RDEBH14598","jgi.p|Debha1|496","Aspartic proteinase (EC 3.4.23.41)","., jgi.p|Debha1|496, mRNA_496, prediction","676","1167","649","1225","1183","560","398","695","535","3926","813","1831"
"RDEBH23778","jgi.p|Debha1|4960","","., jgi.p|Debha1|4960, mRNA_4960, prediction","564","672","550","616","629","305","294","626","246","1663","531","759"
"RDEBH23803","jgi.p|Debha1|4961","","., jgi.p|Debha1|4961, mRNA_4961, prediction","28","18","51","14","10","8","12","14","12","47","55","17"
"RDEBH23807","jgi.p|Debha1|4962","BPOZ protein","., jgi.p|Debha1|4962, mRNA_4962, prediction","123","80","92","67","84","29","49","71","34","544","138","158"
"RDEBH23819","jgi.p|Debha1|4963","Hypothetical membrane spanning protein","., jgi.p|Debha1|4963, mRNA_4963, prediction","252","274","242","216","258","120","134","221","100","273","105","103"
"RDEBH23840","jgi.p|Debha1|4964","SSU ribosomal protein MRPS24","., jgi.p|Debha1|4964, mRNA_4964, prediction","2146","2662","2272","1824","2080","954","1515","1878","806","615","256","340"
"RDEBH23844","jgi.p|Debha1|4965","","., jgi.p|Debha1|4965, mRNA_4965, prediction","22","15","25","17","16","6","11","7","3","32","16","16"
"RDEBH23860","jgi.p|Debha1|4966","LSU ribosomal protein L10P","., jgi.p|Debha1|4966, mRNA_4966, prediction","51520","113385","59121","96102","103606","46813","31903","82732","35420","33832","10205","14764"
"RDEBH23872","jgi.p|Debha1|4967","Exopolyphosphatase (EC 3.6.1.11) / Endopolyphosphatase (EC 3.6.1.10)","., jgi.p|Debha1|4967, mRNA_4967, prediction","264","262","301","427","395","171","177","286","145","2321","553","1102"
"RDEBH23889","jgi.p|Debha1|4968","Homeobox protein YOX1","., jgi.p|Debha1|4968, mRNA_4968, prediction","247","298","247","256","300","149","145","226","216","3771","839","1518"
"RDEBH23909","jgi.p|Debha1|4969","SSU ribosomal protein S13P","., jgi.p|Debha1|4969, mRNA_4969, prediction","94644","124978","111120","79488","98650","41603","66953","113183","33096","23799","12467","12666"
"RDEBH14618","jgi.p|Debha1|497","Ubiquitin-protein ligase SAN1 (EC 6.3.2.19)","., jgi.p|Debha1|497, mRNA_497, prediction","117","145","121","159","168","87","69","74","56","686","238","237"
"RDEBH23922","jgi.p|Debha1|4970","LSU ribosomal protein MRPL4P","., jgi.p|Debha1|4970, mRNA_4970, prediction","586","1953","710","1333","1281","704","442","992","835","1125","251","468"
"RDEBH23935","jgi.p|Debha1|4971","Carboxypeptidase KEX1 precursor (EC 3.4.16.6)","., jgi.p|Debha1|4971, mRNA_4971, prediction","150","197","134","232","188","83","110","158","57","1578","416","668"
"RDEBH23948","jgi.p|Debha1|4972","Glycogen phosphorylase (EC 2.4.1.1)","., jgi.p|Debha1|4972, mRNA_4972, prediction","1038","1054","946","1105","1166","453","495","855","275","8462","3466","3525"
"RDEBH23964","jgi.p|Debha1|4973","","., jgi.p|Debha1|4973, mRNA_4973, prediction","12","3","7","2","3","3","5","10","1","1","5","0"
"RDEBH23972","jgi.p|Debha1|4974","","., jgi.p|Debha1|4974, mRNA_4974, prediction","4","16","7","11","9","2","4","8","7","99","18","53"
"RDEBH23976","jgi.p|Debha1|4975","","., jgi.p|Debha1|4975, mRNA_4975, prediction","925","1500","954","1006","981","453","421","691","301","71046","23139","29949"
"RDEBH23988","jgi.p|Debha1|4976","","., jgi.p|Debha1|4976, mRNA_4976, prediction","174","355","173","349","375","140","126","215","153","1236","304","599"
"RDEBH24000","jgi.p|Debha1|4977","","., jgi.p|Debha1|4977, mRNA_4977, prediction","59","77","53","82","70","37","26","64","29","414","110","196"
"RDEBH24016","jgi.p|Debha1|4978","MADS box transcription factor Mcm1","., jgi.p|Debha1|4978, mRNA_4978, prediction","5539","7946","5787","6158","7748","3635","3690","9969","2085","5521","2331","2848"
"RDEBH24024","jgi.p|Debha1|4979","","., jgi.p|Debha1|4979, mRNA_4979, prediction","30","45","40","56","60","31","28","55","20","594","138","290"
"RDEBH14640","jgi.p|Debha1|498","Peptidyl-prolyl cis-trans isomerase (EC 5.2.1.8)","., jgi.p|Debha1|498, mRNA_498, prediction","153","188","167","147","163","66","120","126","69","311","120","104"
"RDEBH24040","jgi.p|Debha1|4980","","., jgi.p|Debha1|4980, mRNA_4980, prediction","443","484","519","508","704","349","341","415","199","1218","448","498"
"RDEBH24048","jgi.p|Debha1|4981","Serine/threonine-protein kinase RIM15 (EC 2.7.1.-)","., jgi.p|Debha1|4981, mRNA_4981, prediction","218","257","241","251","280","110","110","163","89","761","248","336"
"RDEBH24069","jgi.p|Debha1|4982","Oligoribonuclease (EC 3.1.-.-)","., jgi.p|Debha1|4982, mRNA_4982, prediction","106","101","117","69","59","40","44","54","29","171","69","70"
"RDEBH24073","jgi.p|Debha1|4983","Hypothetical protein","., jgi.p|Debha1|4983, mRNA_4983, prediction","674","754","657","547","512","222","285","503","262","360","167","137"
"RDEBH24077","jgi.p|Debha1|4984","Acyl-CoA-binding protein","., jgi.p|Debha1|4984, mRNA_4984, prediction","46707","23855","42482","17087","20793","9439","24882","52835","5108","10369","11860","6569"
"RDEBH24095","jgi.p|Debha1|4985","","., jgi.p|Debha1|4985, mRNA_4985, prediction","745","1142","674","1009","969","435","441","794","391","1014","512","512"
"RDEBH24103","jgi.p|Debha1|4986","RTF1 protein","., jgi.p|Debha1|4986, mRNA_4986, prediction","218","195","187","206","213","81","129","150","79","821","317","363"
"RDEBH24120","jgi.p|Debha1|4987","","., jgi.p|Debha1|4987, mRNA_4987, prediction","54","73","39","53","86","28","33","32","24","458","164","157"
"RDEBH24133","jgi.p|Debha1|4988","LSU ribosomal protein L34E","., jgi.p|Debha1|4988, mRNA_4988, prediction","5574","6268","4892","4157","4573","2006","4709","4277","2065","1500","700","801"
"RDEBH24141","jgi.p|Debha1|4989","SSU ribosomal protein S28E","., jgi.p|Debha1|4989, mRNA_4989, prediction","108427","60550","95024","38350","43725","18773","57087","101937","13144","5982","9433","4657"
"RDEBH14657","jgi.p|Debha1|499","","., jgi.p|Debha1|499, mRNA_499, prediction","63","106","65","65","57","35","48","51","41","416","66","90"
"RDEBH24158","jgi.p|Debha1|4990","Acetyltransferase (EC 2.3.1.-)","., jgi.p|Debha1|4990, mRNA_4990, prediction","764","1173","809","1350","1287","598","497","871","498","3947","837","1715"
"RDEBH24170","jgi.p|Debha1|4991","","., jgi.p|Debha1|4991, mRNA_4991, prediction","57","28","50","15","4","5","10","33","4","27","15","19"
"RDEBH24194","jgi.p|Debha1|4993","Glutaminyl-tRNA synthetase (EC 6.1.1.18)","., jgi.p|Debha1|4993, mRNA_4993, prediction","3000","3103","3074","2335","2490","1178","1544","4001","780","3907","1403","1728"
"RDEBH24218","jgi.p|Debha1|4994","Protein phosphatase 1 regulatory subunit GAC1","., jgi.p|Debha1|4994, mRNA_4994, prediction","272","1010","305","551","643","396","143","260","356","3762","676","1862"
"RDEBH24234","jgi.p|Debha1|4995","Hypothetical protein","., jgi.p|Debha1|4995, mRNA_4995, prediction","91","124","119","86","79","45","71","77","45","95","33","52"
"RDEBH24242","jgi.p|Debha1|4996","DNA-directed RNA polymerase (EC 2.7.7.6)","., jgi.p|Debha1|4996, mRNA_4996, prediction","1077","1815","1311","1288","1212","685","672","1085","642","1269","383","629"
"RDEBH24271","jgi.p|Debha1|4997","","., jgi.p|Debha1|4997, mRNA_4997, prediction","59","78","65","53","50","33","38","42","22","265","237","114"
"RDEBH24279","jgi.p|Debha1|4998","","., jgi.p|Debha1|4998, mRNA_4998, prediction","26","33","24","31","45","13","13","31","17","302","116","112"
"RDEBH24291","jgi.p|Debha1|4999","Hypothetical protein","., jgi.p|Debha1|4999, mRNA_4999, prediction","60","50","50","27","48","26","15","29","21","310","73","109"
"RDEBH00127","jgi.p|Debha1|5","","., jgi.p|Debha1|5, mRNA_5, prediction","113","129","126","69","104","22","53","95","21","858","293","332"
"RDEBH01345","jgi.p|Debha1|50","Hypothetical protein","., jgi.p|Debha1|50, mRNA_50, prediction","55","44","61","42","52","30","48","40","17","296","107","126"
"RDEBH14682","jgi.p|Debha1|500","ARF guanine-nucleotide exchange factor 2","., jgi.p|Debha1|500, mRNA_500, prediction","247","224","243","198","203","85","131","217","66","716","371","283"
"RDEBH24299","jgi.p|Debha1|5000","Oxidoreductase (EC 1.1.1.-)","., jgi.p|Debha1|5000, mRNA_5000, prediction","116","129","161","132","117","59","48","87","56","876","155","318"
"RDEBH24311","jgi.p|Debha1|5001","Glutaminyl-tRNA synthetase (EC 6.1.1.18)","., jgi.p|Debha1|5001, mRNA_5001, prediction","1076","1597","1089","1271","1373","638","699","1317","454","3381","920","1405"
"RDEBH24331","jgi.p|Debha1|5002","Translational activation protein Sdo1","., jgi.p|Debha1|5002, mRNA_5002, prediction","2643","1735","2717","1262","1415","624","1198","1611","463","6668","6145","4701"
"RDEBH24339","jgi.p|Debha1|5003","","., jgi.p|Debha1|5003, mRNA_5003, prediction","13","18","11","21","33","7","13","15","9","107","54","61"
"RDEBH24359","jgi.p|Debha1|5004","Hypothetical membrane spanning protein","., jgi.p|Debha1|5004, mRNA_5004, prediction","119","100","126","105","122","47","53","65","34","385","144","172"
"RDEBH24379","jgi.p|Debha1|5005","Aldehyde dehydrogenase family protein / Amidophosphoribosyltransferase (EC 2.4.2.14) / Endonuclease III (EC 4.2.99.18)","., jgi.p|Debha1|5005, mRNA_5005, prediction","611","949","644","582","682","375","389","554","416","1591","447","749"
"RDEBH24391","jgi.p|Debha1|5006","ATP synthase G chain (EC 3.6.3.14)","., jgi.p|Debha1|5006, mRNA_5006, prediction","4465","3741","4218","3201","3645","1499","3114","4100","1106","2293","2488","1738"
"RDEBH24399","jgi.p|Debha1|5007","SWF/SNF family helicase","., jgi.p|Debha1|5007, mRNA_5007, prediction","114","135","97","150","128","60","54","147","32","220","104","119"
"RDEBH24427","jgi.p|Debha1|5008","Hypothetical protein","., jgi.p|Debha1|5008, mRNA_5008, prediction","1278","2203","1402","1554","1536","721","963","1016","737","1683","640","800"
"RDEBH24431","jgi.p|Debha1|5009","","., jgi.p|Debha1|5009, mRNA_5009, prediction","11275","9953","11797","4829","5698","2662","5723","9382","1786","1710","1642","1056"
"RDEBH14724","jgi.p|Debha1|501","Orotidine 5'- phosphate decarboxylase (EC 4.1.1.23) / Orotate phosphoribosyltransferase (EC 2.4.2.10)","., jgi.p|Debha1|501, mRNA_501, prediction","709","1683","789","1689","1514","693","464","720","751","2142","510","886"
"RDEBH24439","jgi.p|Debha1|5010","Meiosis-specific serine/threonine-protein kinase mek1 (EC 2.7.11.1)","., jgi.p|Debha1|5010, mRNA_5010, prediction","0","4","0","0","4","2","0","0","0","4","2","3"
"RDEBH24452","jgi.p|Debha1|5011","","., jgi.p|Debha1|5011, mRNA_5011, prediction","73","87","67","108","82","49","34","57","40","461","81","164"
"RDEBH24456","jgi.p|Debha1|5012","","., jgi.p|Debha1|5012, mRNA_5012, prediction","81","77","47","99","94","36","35","41","19","327","118","134"
"RDEBH24464","jgi.p|Debha1|5013","RNA polymerase II transcriptional regulation mediator","., jgi.p|Debha1|5013, mRNA_5013, prediction","295","514","377","464","493","198","212","403","212","951","285","425"
"RDEBH24472","jgi.p|Debha1|5014","Ferrochelatase (EC 4.99.1.1)","., jgi.p|Debha1|5014, mRNA_5014, prediction","530","954","513","940","904","347","442","574","461","3031","603","1152"
"RDEBH24488","jgi.p|Debha1|5015","1-acylglycerol-3-phosphate O-acyltransferase (EC 2.3.1.51) / Lysophospholipid acyltransferase (EC 2.3.1.23)","., jgi.p|Debha1|5015, mRNA_5015, prediction","204","300","240","249","242","105","112","168","105","865","168","336"
"RDEBH24501","jgi.p|Debha1|5016","Condensin complex subunit 1","., jgi.p|Debha1|5016, mRNA_5016, prediction","138","135","124","143","106","41","42","116","51","563","195","177"
"RDEBH24525","jgi.p|Debha1|5017","Transcription factor IID complex, TATA binding protein","., jgi.p|Debha1|5017, mRNA_5017, prediction","829","2046","945","1641","1751","925","607","1179","787","2488","574","1111"
"RDEBH24537","jgi.p|Debha1|5018","RNA 3'-terminal phosphate cyclase (EC 6.5.1.4)","., jgi.p|Debha1|5018, mRNA_5018, prediction","658","1884","798","1979","1701","777","501","865","787","630","185","320"
"RDEBH24545","jgi.p|Debha1|5019","Phosphatidylinositol 3-kinase TOR1 (EC 2.7.1.137)","., jgi.p|Debha1|5019, mRNA_5019, prediction","186","281","204","206","223","97","86","135","101","1157","261","468"
"RDEBH14744","jgi.p|Debha1|502","Dolichyl-phosphate-mannose--protein mannosyltransferase (EC 2.4.1.109)","., jgi.p|Debha1|502, mRNA_502, prediction","87","104","106","81","80","43","44","75","49","126","53","61"
"RDEBH24589","jgi.p|Debha1|5020","Actin","., jgi.p|Debha1|5020, mRNA_5020, prediction","956","2919","1112","2263","2230","1149","666","1234","1483","9752","2273","4263"
"RDEBH24605","jgi.p|Debha1|5021","T-complex protein 1, epsilon subunit","., jgi.p|Debha1|5021, mRNA_5021, prediction","2542","5936","2883","4801","4991","2242","1672","3408","2825","7864","1767","3748"
"RDEBH24613","jgi.p|Debha1|5022","Hypothetical protein","., jgi.p|Debha1|5022, mRNA_5022, prediction","1923","4063","2052","3397","3307","1457","1497","2485","1830","3324","1016","1408"
"RDEBH24629","jgi.p|Debha1|5023","Hypothetical C2C2 zinc finger nucleic acid binding protein","., jgi.p|Debha1|5023, mRNA_5023, prediction","9251","5600","10609","2876","3683","1576","4903","6635","1167","1017","700","554"
"RDEBH24637","jgi.p|Debha1|5024","FAD-dependent oxidoreductase (EC 1.-.-.-)","., jgi.p|Debha1|5024, mRNA_5024, prediction","218","511","169","558","536","246","158","323","235","3969","1112","1707"
"RDEBH24645","jgi.p|Debha1|5025","3-dehydroquinate dehydratase (EC 4.2.1.10)","., jgi.p|Debha1|5025, mRNA_5025, prediction","1330","1769","1083","1389","1731","790","950","1734","517","1464","592","656"
"RDEBH24649","jgi.p|Debha1|5026","hydroxyquinol 1,2-dioxygenase (EC 1.13.11.37)","., jgi.p|Debha1|5026, mRNA_5026, prediction","33","32","42","52","61","14","10","44","14","198","96","116"
"RDEBH24653","jgi.p|Debha1|5027","Probable succinyl-CoA:3-ketoacid-coenzyme A transferase, mitochondrial precursor (EC 2.8.3.5)","., jgi.p|Debha1|5027, mRNA_5027, prediction","89","153","78","181","172","88","72","117","92","1064","272","429"
"RDEBH24667","jgi.p|Debha1|5028","Quinic acid utilization activator","., jgi.p|Debha1|5028, mRNA_5028, prediction","48","44","30","24","38","11","25","39","22","245","100","99"
"RDEBH24675","jgi.p|Debha1|5029","Hypothetical protein","., jgi.p|Debha1|5029, mRNA_5029, prediction","620","490","596","435","432","213","311","430","209","589","338","324"
"RDEBH14756","jgi.p|Debha1|503","Vacuolar protein sorting/targeting protein VPS26","., jgi.p|Debha1|503, mRNA_503, prediction","441","654","501","700","695","326","247","592","278","1561","547","781"
"RDEBH24693","jgi.p|Debha1|5030","","., jgi.p|Debha1|5030, mRNA_5030, prediction","56","21","38","16","18","7","16","22","8","97","72","42"
"RDEBH24701","jgi.p|Debha1|5031","","., jgi.p|Debha1|5031, mRNA_5031, prediction","53","67","80","88","83","45","56","81","27","230","57","111"
"RDEBH24714","jgi.p|Debha1|5032","LSU ribosomal protein MRPL12P","., jgi.p|Debha1|5032, mRNA_5032, prediction","6087","10574","7045","9316","9489","4326","4131","8951","3493","2926","1093","1487"
"RDEBH24718","jgi.p|Debha1|5033","DNA-directed RNA polymerase subunit M (EC 2.7.7.6)","., jgi.p|Debha1|5033, mRNA_5033, prediction","827","1551","793","1496","1451","583","689","1057","521","1022","348","417"
"RDEBH24726","jgi.p|Debha1|5034","cAMP-dependent protein kinase catalytic subunit (EC 2.7.11.1)","., jgi.p|Debha1|5034, mRNA_5034, prediction","832","858","929","831","941","418","419","721","296","3502","1369","1641"
"RDEBH24734","jgi.p|Debha1|5035","","., jgi.p|Debha1|5035, mRNA_5035, prediction","540","898","488","759","714","382","294","457","441","3224","553","1195"
"RDEBH24750","jgi.p|Debha1|5036","Phosphoserine phosphatase (EC 3.1.3.3)","., jgi.p|Debha1|5036, mRNA_5036, prediction","574","1158","505","1329","1354","590","434","765","509","1508","646","760"
"RDEBH24754","jgi.p|Debha1|5037","Serine/threonine-protein kinase RCK2 (EC 2.7.1.-)","., jgi.p|Debha1|5037, mRNA_5037, prediction","246","355","269","410","415","166","143","267","142","1786","448","771"
"RDEBH24766","jgi.p|Debha1|5038","DNA repair protein rhp16","., jgi.p|Debha1|5038, mRNA_5038, prediction","176","210","175","334","298","123","92","196","57","605","253","257"
"RDEBH24783","jgi.p|Debha1|5039","Replication factor-A protein 2","., jgi.p|Debha1|5039, mRNA_5039, prediction","456","708","473","591","687","286","363","408","337","1942","577","679"
"RDEBH14805","jgi.p|Debha1|504","Cell division control protein 25","., jgi.p|Debha1|504, mRNA_504, prediction","123","119","135","45","50","51","44","66","33","589","170","222"
"RDEBH24799","jgi.p|Debha1|5040","","., jgi.p|Debha1|5040, mRNA_5040, prediction","344","433","302","658","621","251","256","303","171","1072","456","541"
"RDEBH24811","jgi.p|Debha1|5041","Hypothetical protein","., jgi.p|Debha1|5041, mRNA_5041, prediction","60","82","57","84","58","35","27","52","30","441","100","156"
"RDEBH24827","jgi.p|Debha1|5042","Transcription regulatory protein SNF12","., jgi.p|Debha1|5042, mRNA_5042, prediction","179","233","209","180","211","85","124","164","78","1193","356","402"
"RDEBH24835","jgi.p|Debha1|5043","Acyl-CoA desaturase (EC 1.14.19.1)","., jgi.p|Debha1|5043, mRNA_5043, prediction","188","224","192","223","204","127","120","204","111","815","183","323"
"RDEBH24843","jgi.p|Debha1|5044","Cystathionine beta-synthase (EC 4.2.1.22)","., jgi.p|Debha1|5044, mRNA_5044, prediction","3040","4393","2900","2975","3496","1530","2068","2784","1235","2180","1031","1089"
"RDEBH24852","jgi.p|Debha1|5045","","., jgi.p|Debha1|5045, mRNA_5045, prediction","407","862","406","749","807","371","269","422","477","2726","651","1525"
"RDEBH24860","jgi.p|Debha1|5046","Splicing factor 3B subunit 4","., jgi.p|Debha1|5046, mRNA_5046, prediction","168","279","170","368","302","156","131","159","140","503","140","182"
"RDEBH24868","jgi.p|Debha1|5047","Zinc finger protein","., jgi.p|Debha1|5047, mRNA_5047, prediction","68","133","105","159","151","61","67","113","70","406","66","196"
"RDEBH24872","jgi.p|Debha1|5048","Hypothetical protein","., jgi.p|Debha1|5048, mRNA_5048, prediction","606","1043","623","1108","944","456","459","672","482","1105","368","425"
"RDEBH24880","jgi.p|Debha1|5049","Serine/threonine protein kinase 19 (EC 2.7.11.1)","., jgi.p|Debha1|5049, mRNA_5049, prediction","65","59","53","54","51","18","24","50","18","119","58","61"
"RDEBH14867","jgi.p|Debha1|505","","., jgi.p|Debha1|505, mRNA_505, prediction","65","55","84","33","42","18","25","51","17","105","97","78"
"RDEBH24892","jgi.p|Debha1|5050","Hypothetical protein","., jgi.p|Debha1|5050, mRNA_5050, prediction","304","444","406","242","282","138","201","197","162","1003","274","334"
"RDEBH24905","jgi.p|Debha1|5051","","., jgi.p|Debha1|5051, mRNA_5051, prediction","341","656","274","593","490","248","213","340","288","515","141","231"
"RDEBH24913","jgi.p|Debha1|5052","Hypothetical protein","., jgi.p|Debha1|5052, mRNA_5052, prediction","610","1312","610","1405","1240","526","401","748","451","1128","334","526"
"RDEBH24921","jgi.p|Debha1|5053","Sterol O-acyltransferase (EC 2.3.1.26)","., jgi.p|Debha1|5053, mRNA_5053, prediction","200","200","231","135","165","71","122","161","66","1554","615","559"
"RDEBH24925","jgi.p|Debha1|5054","Sterol O-acyltransferase (EC 2.3.1.26)","., jgi.p|Debha1|5054, mRNA_5054, prediction","349","397","321","226","220","111","123","307","142","2927","730","1150"
"RDEBH24933","jgi.p|Debha1|5055","Methyltransferase (EC 2.1.1.-)","., jgi.p|Debha1|5055, mRNA_5055, prediction","724","1648","820","1358","1301","579","556","873","701","580","142","246"
"RDEBH24941","jgi.p|Debha1|5056","LSU ribosomal protein MRPL19P","., jgi.p|Debha1|5056, mRNA_5056, prediction","256","463","305","273","318","116","209","236","186","410","142","162"
"RDEBH24946","jgi.p|Debha1|5057","","., jgi.p|Debha1|5057, mRNA_5057, prediction","399","580","402","411","415","184","302","309","201","1142","468","486"
"RDEBH24950","jgi.p|Debha1|5058","N-terminal acetyltransferase complex NATC non-catalytic subunit MAK31","., jgi.p|Debha1|5058, mRNA_5058, prediction","474","715","530","699","838","326","406","592","223","306","148","147"
"RDEBH24958","jgi.p|Debha1|5059","","., jgi.p|Debha1|5059, mRNA_5059, prediction","840","1525","819","1311","1261","482","436","837","525","812","336","305"
"RDEBH14941","jgi.p|Debha1|506","Hypothetical protein","., jgi.p|Debha1|506, mRNA_506, prediction","55","110","78","95","74","40","59","42","60","232","51","72"
"RDEBH24966","jgi.p|Debha1|5060","Elongation factor 3","., jgi.p|Debha1|5060, mRNA_5060, prediction","5483","8474","6490","5906","6001","3081","4130","6301","2905","15849","3564","6753"
"RDEBH24974","jgi.p|Debha1|5061","Lysophospholipase L1 (EC 3.1.1.5)","., jgi.p|Debha1|5061, mRNA_5061, prediction","9","17","8","23","23","9","3","10","8","120","32","51"
"RDEBH24982","jgi.p|Debha1|5062","Ammonium transporter","., jgi.p|Debha1|5062, mRNA_5062, prediction","763","1840","768","1010","1043","535","483","691","867","1350","307","696"
"RDEBH24986","jgi.p|Debha1|5063","","., jgi.p|Debha1|5063, mRNA_5063, prediction","1694","4513","2047","3450","4079","1802","1290","2797","1605","1285","335","665"
"RDEBH24994","jgi.p|Debha1|5064","Superoxide dismutase (EC 1.15.1.1)","., jgi.p|Debha1|5064, mRNA_5064, prediction","24212","12268","25268","7037","8949","4263","12067","24680","2531","7578","9875","4177"
"RDEBH24998","jgi.p|Debha1|5065","S-adenosylmethionine:diacylglycerol 3-amino-3-carboxypropyl transferase (EC 2.-.-.-) / S-adenosylmethionine:diacylgycerolhomoserine N-methyltransferase (EC 2.1.1.-)","., jgi.p|Debha1|5065, mRNA_5065, prediction","794","1781","893","1560","1556","717","498","974","708","1959","373","870"
"RDEBH25006","jgi.p|Debha1|5066","Chorismate mutase (EC 5.4.99.5)","., jgi.p|Debha1|5066, mRNA_5066, prediction","322","888","292","426","578","295","238","398","480","1994","469","741"
"RDEBH25014","jgi.p|Debha1|5067","Chaperone protein dnaJ","., jgi.p|Debha1|5067, mRNA_5067, prediction","164","342","192","342","389","163","117","164","170","2401","586","1020"
"RDEBH25018","jgi.p|Debha1|5068","N-acetylglucosamine-6-phosphate deacetylase (EC 3.5.1.25)","., jgi.p|Debha1|5068, mRNA_5068, prediction","822","1152","935","1015","1009","491","523","1034","312","2397","839","1344"
"RDEBH25026","jgi.p|Debha1|5069","Glucosamine-6-phosphate isomerase (EC 3.5.99.6)","., jgi.p|Debha1|5069, mRNA_5069, prediction","297","501","277","567","638","236","185","414","226","900","256","451"
"RDEBH14957","jgi.p|Debha1|507","Aspartyl-tRNA synthetase (EC 6.1.1.12)","., jgi.p|Debha1|507, mRNA_507, prediction","480","611","471","589","582","309","313","664","235","3016","691","1143"
"RDEBH25034","jgi.p|Debha1|5070","Hexokinase, type I (EC 2.7.1.1)","., jgi.p|Debha1|5070, mRNA_5070, prediction","305","281","286","280","260","131","108","230","101","484","146","260"
"RDEBH25046","jgi.p|Debha1|5071","Putative GTP-binding protein","., jgi.p|Debha1|5071, mRNA_5071, prediction","72","91","88","94","118","28","47","69","29","479","149","229"
"RDEBH25054","jgi.p|Debha1|5072","Protein translation elongation factor G (EF-G) (EC 3.6.5.3)","., jgi.p|Debha1|5072, mRNA_5072, prediction","169","260","171","278","268","121","116","199","129","1068","207","392"
"RDEBH25058","jgi.p|Debha1|5073","Monocarboxylate transporter","., jgi.p|Debha1|5073, mRNA_5073, prediction","577","858","643","724","757","420","270","570","291","563","219","332"
"RDEBH25062","jgi.p|Debha1|5074","Hypothetical protein","., jgi.p|Debha1|5074, mRNA_5074, prediction","51","76","76","70","47","25","26","65","27","156","64","55"
"RDEBH25066","jgi.p|Debha1|5075","Protein Translation Initiation Factor 2 subunit alpha (IF-2a)","., jgi.p|Debha1|5075, mRNA_5075, prediction","1228","2092","1135","1696","1605","715","881","1057","849","1646","450","694"
"RDEBH25070","jgi.p|Debha1|5076","Rho GDP-dissociation inhibitor","., jgi.p|Debha1|5076, mRNA_5076, prediction","521","925","391","372","405","199","287","619","216","257","71","120"
"RDEBH25074","jgi.p|Debha1|5077","Protein CGI-27","., jgi.p|Debha1|5077, mRNA_5077, prediction","613","1027","606","1259","1230","507","406","605","432","3454","979","1625"
"RDEBH25078","jgi.p|Debha1|5078","Beta-adaptin","., jgi.p|Debha1|5078, mRNA_5078, prediction","43","71","51","77","55","35","28","43","27","755","192","266"
